DR,NARRATIVE,CRIMETYPE
130121870,SUSP SMASHED THE FRONT PASS SIDE WINDOW AND REMOVED VICTS GARMIN FROM  VEH,BTFV
130325704, SUSP 1 AND 2 ENTERED STORE AND REMOVED PROPERTY WITHOUT PAYING,THEFT
130707184,SUSPS APPROACHED V1 AND V2 S1 TOOK V1 AND V2 PROP BY FORCE PUSHING V1  TO THE GROUND SUSPS FLED THE SCENE WITH VICTS PROP,Robbery
122012480,V WAS SITTING ON BUS STOP BENCH WHEN UNK S TOOK V PURSE CONTAINING V PROPERTY  S LFED ON FOOT IN UNK DIRECTION,THEFT
90700923,UNK SUSP BROKE N2 V01 LOCKED AND SECURED VEHICLE REMOVED PARTS AND V01 PERSONAL EFFECTS THEN FLED IN UNKNOWN DIRECTION,BTFV
90916309, UNK SUSP TOOK AIRCONDITIONING UNITS FROM ROOF AND FLED IN UNK DIRECTION,THEFT
130105264,UNK SUSP REMOVED BATTERIES FROM VICTS GOLF CARTS AND FLED LOC,BTFV
110611157,V WORKS AS TECH AND ON ABV TIME AND DATE UNK S REMOVED V PROP FROM HIS WORK LOC,THEFT
110206494,UNK S USED UNK CUTTING TOOL TO CUT CHAIN OFF VICTS BICYCLE AND FLED    LOCATION IN UNK DIRECTION WITH VICTS BICYCLE,THEFT
120415502,UNK SUSP ENTERED APARTMENT COMPLEX LAUNDRY MAT  REMOVED US CURRENCY    FROM WASHING MACHINE  THEN FLED LOC WITH PROP,BURG
120811504,S AND V GOT INTO V VEH  S DROVE V VEH  V WANTED TO EXIT VEH BUT S PREVENTED V FROM EXITING  V EXITED VEH WHEN VEH STOP,Grand Theft Auto 
101221765,UNK S ENTERED V RESD THROUGH LOCKED SIDE KITCHEN WINDOW ONE INSIDE THE REMOVED V PROP AND FLED V RESD THROUGH FRONT DOOR,BURG
121819086,UNK SUSPS AND VICTS HAD VERBAL ARGUMENT SUSPS YELLED LETS SQUAB SUSPS  BRANDISHED WEAPON AND FIRED AT VICTS SUSPS FLED IN UNK DIR TO UNK LOCATION,Aggravated Assault  
101228394,UNK SUSPS REMOVED REAR WINDOW SCREEN AND SLID OPEN UNLOCKED WINDOW SUSPENTERED RESID RANSACKED AND REMOVED VICTS PROP SUSPS EXITED THROUGH SLIDING DOO,BURG
90626345,UNK S APPROACHED V VEH UNK S POINTED FIREARM AND DEMANDED V PROP VIN FEAR FOR HIS LIFE GAVE S PROP UNK S FLED WB SANTA MONICA FROM 101 FWY WITH V PROP,Robbery
131226385,UNK S PRIED OPEN REAR WINDOW OF V RESD UNK S ENTERED LOC AND RMVD ITEMSUNK S FLED LOC THROUGH POE TO UNK LOC,BURG
122105087,UNK SS ETNERED VICT BACKYARD CUT THE LOCK TO THE SHED ENTERED REMOVED VICT PROPS THEN FLED IN UNK DIR NO SS WERE SEEN,BURG
90709684,BETWEEN AFOREMENTIONED DATE AND TIME UNKNOWN SUSPECT REMOVED ENVELOPE CONTAINING 32 SEASON LAKER TICKETS FROM V01 OFFICE,THEFT
121920996,UNK SUSPS APPROACH VICT HOLDING RIFLE  DEMANDED PROPERTY  FLED WITH PROP EASTBOUND CROWLEY,Robbery
100221506,VICT APPROACHED BY THREE MALE ASIAN SUSPS  SUSPS PUSHED VICT TO GROUND AND REM VICTS PROP  SUSPS FLED IN VEH WB 8TH TO UNK LOC,Robbery
91408380,VICT STATED THAT SUSP PRODUCED A CHROME SEMI AUTOMATIC HANDGUN AND TOOKHIS PROPERTY AND LEFT LOCATION IN UNKNOWN DIRECTION,Robbery
111810495,UNK SUSPS APPROACHED VICT AND SHOT UNK NUMBER OF SHOTS SUSP FLED IN    VEH TO UNK LOC. V1 AND V3 ARE WATTS VARRIO GRAPE,Aggravated Assault  
131300533,DEFT ENTERED A 99 CENT STORE REMOVED PROP NOT HER ARR EXTED THE STORE WPROP,Robbery
111222732,SUSPS POINTED GUN AT V AND DEMANDED MONEY SUSPS TOOK V PROP AND FLED INVEH,Robbery
91213935,UNK USPS APPRCHD VICT S1 SAID GIVE ME YOUR MONEY S1S2S3S4S5 BEGAN PUNCHING AND KICKING VICT SUSP TOOK VICTS MONEY,Robbery
100912161,UNK SUSP REMOVED VICTS PROP AND FLED IN UNK DIRECTION,THEFT
101721510,UNK SUSP ENTRD VICTS BUSI AND SELECTED MERCH SUSP CONCEALED SELECT MERCH AND EXIT VICTS BUSI W MERCH W OUT PAYING,THEFT
121205369,S WAS UPSET AFTER PHYSICAL ALTERCATION RETRIEVED A SHOTGUN AND FIRED   3 ROUNDS AT VICTIMS,Aggravated Assault  
110512621,SUSPS FIRED AT VEH,Aggravated Assault  
91233297,SUSP ARGUED WITH VICT ABOUT HER 9YR OLD SON HAVING A CELL PHONE A FEW  WORDS EXCHANGED SUSP PULLED OUT A KNIFE AND CUT VICT AND FLED LOC,Aggravated Assault  
101324112, SUBJ AND V BECAME INVOLV IN VERBL DISP  SUBJ PRODUCED A KNIFE AND ATT TO STAB V,Aggravated Assault  
131617364,SUSP ATTEMPTED TO PRY OPEN FRONT DOOR CAUSING DAMAGE TO THE DOOR & INTERIOR WALL PLASTER.,BURG
100815720,UNK SUSPS WALKED UP TO VICTS PARKED AND SECURED VEH AND SMASHED THE POESUSPS ENTD VEH AND REMOVED VICTS PROP SUSPS LEFT LOC WITH VICTS PROP UNDETECTED,BTFV
102007521,UNK S RMVD V VEHS IT REAR VIEW MIRROR W OUT CONSENT KNOWLEDGE UNK S FLED LOC W V PROP TO UNK LOC,BTFV
92014098, UNK SUSPS USED UNK TOOL TO PUNCH DOOR LOCK TO DRIVERS DOOR TO VICTIMS VEH UNK SUSPS GAINED ENTRY TOOK PROP AND FLED LOC IN UNK DIRECTION,BTFV
130313351, UNK SS USED UNK HARD OBJ TO SMASH V WINDOW AND RUMMAGE THROUGH V PROP NO PROP TAKEN,BTFV
91806934, S AND V HAVE BEEN IN A DATING RELATIONSHIP FOR 1 YEAR S GRABBED A BOX CUTTER AND CUT V V SUSTAINED INJURIES TO HER HANDS NECK AND ARM,Aggravated Assault  
120109721,UNK SUSP TOOK VICT CELL PHONE,THEFT
90418702,V LEFT HIS LOCKED AND SECURED VEH PARKING ON ST AT HIS RETURN VEH HAD MIDDLE WINDOW SMASHED BY UNK OBJ VICTS PROP WAS MSG,BTFV
90607522,V AND S BECAME INVOLV IN ARGUMENT INSIDE BLACK LIGHT BAR BOTH EXITED BAR AND PHYSICAL ALT ENSUED S OBTAINED KNIFE STABBED V IN HIS STOMACH,Aggravated Assault  
90809142,S1 AND S2 ENTRD BSNESS AND S1 POINTED GUN AT V2 THEN ORDERED V2 TO BACKOF STORE WHILE S2 REMVD CURRENCY FROM REG THEN S2 REMVD V2 WAL BOTH SS FLED LOC,Robbery
110510012,UNK SUSP ENTERED VICTS LOCKED GARAGE VIA UNK MEANS & REMOVED VICTS PROP REMOVED TOOL BOX & TOOLS,BURG
132007855, SUSP WALKED UP TO VICT AND ASKED HIM FOR MONEY SUSP BRANDISHED FIREARMFROM HIS WAISTBAND WITH RIGHT HAND SUSP FLED ON FOOT SUSP LS EB WASHINGTON,Robbery
101707562,SUSPS SMASHED OUT DRIVER SIDE WINDOW ANF UNLOCKED VEH SUSPS OPENED DOORAND ENTERED VEH SUSPS SELECTED PROP AND FLED LOCATION,BTFV
121407772,UNKS ENTERED VEH AND REMOVED SELECTIVE ITEMS,BTFV
131311481,S WORKS AS DESIGNER FOR V  S TOOK PATTERNS FROM V AND CONCEALED THEM INBAG  S ATT TO FLEE  W1 DETAINED S  W1 DID NOT DESIRE PPD,THEFT
91510223,SUSPS WAITED FOR VICT AS HE WALKED ON THE STREET AND FIRED MULTIPLE GUNSHOT ROUNDS AT HIM STRIKING VICT IN THE NECK AND CAUSING INJURIES,Aggravated Assault  
100712161,UNK SUSP TOOK VICTS PROP FROM INSIDE OF HOTEL ROOM SUSP FLED IN AN UNK DIRECTION WITH VICTS PROP,THEFT
131311994, UNK S REMOV V VEH SIDE MIRRORS WITHOUT PERMISSION AND FLED TO UNK LOC,BTFV
131316656,SUSP APPROACHED THE VICT WITH A HANDGUN AT HIS SIDE SUSP DEMANDED VICTSBACK PACK VICT IN FEAR FOR HIS SAFETY GAVE SUSP HIS PROP,Robbery
141111344,S USED VEH N BUMPD V VEH S YELLS AT V  V DROVE AWY S PULLS BEHIND V N BUMPS V AGAIN,Aggravated Assault  
141412004,SUSP TOOK VICTS PROPERTY AND FLED IN UNK DIRECTION,THEFT
131609016,SUSPS 1 AND 2 APPROACHED V ON SIDEWALK S1 PRESSED UNK HRD OBJ AGAINST VICTS WAISTEBAND FORCED BACK TO RESID S1 DEMANDED VICTS PROP VICT IN FEAR COMPLI,Robbery
120207738,V CONFRONTS S OVER GIRLFRIEND AND S PULLS OUT A HANDGUN S STRUCK THE V ONCE ON THE HEAD WITH BUT OF GUN CAUSING INJURY,Aggravated Assault  
91420183,UNK S ENT RES THRU SIDE WINDOW BY FORCING WINDOW OPEN W UNK OBJ S REM  VICTS PROP THEN FLED THRU REAR DOOR TO UNK LOC,BURG
122113898,UNK S GAINED ENTRY THRU LT FRONT DOOR REMOVED GPS DASHBOARD 3RD ROW SEAT AND TAIL LIGHT UNK S FLED IN AN UNK DIR,BTFV
101229295, S APROACHED V IN S VEH  S AND SAID SOMETHING INAUDIBLE AND FIRED ONE SHOT FROM UNK TYPE HANDGUN ALL SUSPS FLED EB 84TH ST IN S VEH ASSIGNED TO GANGS,Aggravated Assault  
130814833,VICT NOTICED HIS PARKING PLACARD MISSING THE MORNING AFTER USING VALET PARKING AT FACTORS DELI NO ONE ELSE HAD ACCESS AND A PHONE CALL TO THE MNGR NEG,BTFV
130310958,SUSP APPROACHED VICT AND STATED WHERE ARE YOU FROM SUSP THEN FIRED TWO ROUNDS STRIKING VICT IN THE LEFT THIGH SUSP THEN FLED LOCATION,Aggravated Assault  
102120320,UNK S REMOVED V PROP FROM SIDE OF APT BLDG S FLED IN AN UNK DIR,THEFT
130909929,S1 APPROACHED FRONT PASS SIDE WINDOW AND USED POSS PUNCH TOOL TO SMASH WINDOW THEN REACHED AND TOOK PURSE  S1  GOT IN VEH DRIVEN BY S2 AND FLED LOC,BTFV
92010928,SUSP APPROACHED VICT PLACED WPN INTO VICTS RIB CAGE RMVD PROP FROM PKTSAND FLED PREMISES ON FOOT IN UNK DIRECTION,Robbery
111215243, S CHOKED V AND HELD HER ARMS DOWN S PINNED V AGAINST MATTRESS,Grand Theft Auto 
110818450,UNSEEN SUSP PRIED TRUNK LOCK ON V RENTAL VEH AND REMVD PROP,BTFV
90810886,PROPERTY WAS REMOVED WHEN THE VICTIMS VEHICLE WAS STOLEN,Grand Theft Auto 
131212302,SUSPS USED BOLT CUTTERS TO CUT BARS TO GET INTO V LOC  SUSPS MADE ENTRYAND TOOK V PROP,BURG
101405263,S ENT THE AIRPORT TERMINAL GRABBED A BAG AND EXITED THE TERMINAL BLDG,BURG
101512919,VICTS VEH WAS STOLEN AND RECOVERED WHEN VICT ARRIVED AT TOW YARD SHE   DISCOVERED HER PROP FROM INSIDE HER VEH WAS MISSING,Grand Theft Auto 
100401351,SUSP APPROACHES VICTS 1 AND 3 AND FIRES A HANDGUN AT THEM  VICT 1 IS   HIT BY GUNFIRE AND SUCCUMBS TO HIS INJURY  VICT 2 IS ALSO HIT IN THE CROSSFIRE,Aggravated Assault  
90220309,S1 REMOVED VICTS PROP   S2 S3 AND S4 ACTED AS LOOKOUTS,THEFT
91714039,SUSPS ENTERED BACK SEAT OF VEH SUSP 1 GRABBED VICTS SHIRT AND DEMANDED MONEY SUSP 2 HELD A GUN AT VICT 2 AND DEMANDED MONEY SUSP FLED IN A BLK LEXUS,Robbery
101215120,S STOLE LIQ FROM STORE S HIT V2 IN THE FACE,Robbery
101404681,UNK SUSPS ENT VICTS VEH USING SCREWDRIVER BY PUNCHING IN DOOR LOCK UNK SUSPS ATTEMPTED TO TAKE VEH BY STRIPPING IGNITION PARTS AND USING SCREWDRIVER,Grand Theft Auto 
121111230,UNK SS ENTD RESD  UNK SS RMVD V PROP FROM BEDROOM  UNK SS THEN FLED LOCW VICTS PROP,BURG
130625953,S BROKE WINDOW OF V2 VEH ATTEMP TO ENTER VEH FLED WHEN CONFRONTED BY V2RAN AND GOT INTO V1 VEH ATTEMPTED TO START VEH AND WINDSHIELD WIPERS CAME ON IN,Grand Theft Auto 
91505899,UNK SUSP REMOVED VICTS PROP AND FLED TO UNK LOC,THEFT
91906801,UNK S ENTERED VIA UNLKD RR WINDOW RMVD PROP AND FLED VIA FT DOOR,BURG
90925970, SUSPS APPROACHED VICTS YELLED WHITSETT ST FIRED SEVERAL ROUNDS THEN FLED ON FOOT SB THRU PARKING LOT THEN IN UNK DIRECTION,Aggravated Assault  
130510254,UNK SUSP REMOVED VICT'S VEH W/O PERMISSION. OFCRS LATER RECOVERED VEH. VICT SEARCHED FOR HER PURSE INSIDE VEH & DISCOVERED PURSE WAS MISSING.,Grand Theft Auto 
110806640,UNK SUSPS WALKED TO VICTS REAR OFFICE AND REMOVED SELECTIVE PROPERTY   FORM THE DESK TOP UNK SUSPS FLED IN AN UNK DIRECTION,THEFT
90907424, SUSP USED SSN FRAUDULENTLY TO PURCHASE VEH FROM VICT,Grand Theft Auto 
101913281,S SHATTERED PASS FRONT DOOR WINDOW REMOVED IGNITION SWITCH FLED UNK LOCLEAVING EVID BEHIND,Grand Theft Auto 
120907103,V1 STAND IN ST STOPPNG TRAFFCS1 ACCLERATES TWRDS V1 STOPPNG SHARPLY   6 IN FROM V1,Aggravated Assault  
122014710,S USED UNK TOOL TO SMASH V VEHICLE WINDOW  S REMOVED V PROPERTY FROM VEHICLE AND FLED TO UNK LOCATION,BTFV
90105120,SUSP PURCHASED BRIDAL DRESSES FROM PR BUSINESS WITH A FRAUDULENT CREDITCARD,THEFT
91015339,SUSPS ENTERED VICTS VEH BY SMASHING THE DRVRS SIDE WNDW UNK SUSPS THEN REMOVED VICTS PROP AND FLED IN AN UNK DIR WITH VICTS PROP,BTFV
121713449,UNK SUSP OPENED V UNLKD VEH AND RMVD PROP,BTFV
110322162,VICT PARKED VEH ON STREET UNK SUSP APPROACHED VEH AND PUNCHED PASS DOORLOCK GAINED ENTRY INTO VEH AND REMOVED ITEMS UNK SUSP FLED LOC WITH PROP IN UN,BTFV
90301059,UNK SUSP ENTERED RESID VIA REAR DOOR  SUSP RANSACKED AND REMOVED PROP,BURG
132119317,S ENTERED STORE SEL AND CONCEALED MERCH EXITED STORE WOUT ATTEMPTING TOPAY FOR MERCH,THEFT
121221537,SUSP POINTED HANDGUN AT VIC WHILE VIC WAS INSIDE RESIDENCE SUSP FIRED MULIPLE ROUNDS AT VIC INSIDE RESIDENCE,Aggravated Assault  
90908209,VICT LOANED HIS LAPTOP TO WIT  WITS ROOMMATE HAD A PARTY UNK SUSPS FROMTHE PARTY REMOVED THE LAPTOP FROM THE WITS DRESSER DRAWER AND FLED,THEFT
91410965,UNK SUSP OPENED VICTS UNLOCKED WINDOW ONCE INSIDE SUSP REMOVED VICTS PROPERTY AND FLED VIA POE IN AN UNKNOWN DIRECTION,BURG
131010787, SUSP ENTERED LOC BY FORCING LIVING ROOM WINDOW OPEN  SUSP TOOK SEVERALITEMS INSIDE LOC AND CAUSED DAMAGE TO FURNITURE  SUSP LEFT NOTE FOR VICT.,BURG
111811660, UNK S USED UNK CAL HANDGUN TO FIRE AT LEAST TWO SHOTS AT V REAR DOOR  S FLED IN UNK DIR TO UNK LOC,Aggravated Assault  
100112400,UNK SUSP REMOVED VICT CELL PHONE FROM UNATTENDED SHOULDER BAG,THEFT
121821701, UNK SUSPS USED UNK FORCE TO PUSH IN V DOOR AND ENTER RES ONCE INSIDE SUSPS RANSACKED LOC AND FLED VIA POE WITH V PROP ON FOOT TO UNK DIR,BURG
102007790,S PARKED VEH S EXITED AND USED BODILY FORCE TO REMOVED V CHAIN FROM NECK,Robbery
91307979, S BROKE VEH WIND ATTEMPT TO REMOV PROP S FLED SB TO UNK LOC,BTFV
140314385,UNK S GAINED ENTRY THRU POSS OPEN DOOR OF ABANDONED COMMERCIAL BLDG UNKUSED UNK TOOL REMVD PROP THEN FLED IN UNK DIR,BURG
90518968,SUSP USED UNK TOOL TO ENTER VICTS VEH SUSP DAMAGED STEERING COLUMN ATTEMPTING TO REMOVE VEH SUSP WAS CHASED OUT OF VEH BY VICT SUSP FLED ON FOOT,Grand Theft Auto 
91115709,V DEPOSITED A CHECK FROM THE S FOR SERVICES S CANCELLED AND REQUESTED  REFUND V GAVE S BACK FUNDS THEN DISCOVERED CHECK WAS BAD,THEFT
110307694,SUSP HID MERCHANDISE IN PANTS MADE EFFORT TO PAY AT CASH REGISTERS SUSPWALKED OUT OF STORE WITHO PROP,THEFT
130818035,SUSPS PUNCHED V1 CAUSING HIM TO LOSE CONSCIOUSNESS V2 AND V3 WERE KNOCKED TO GRD AND PUNCHED AND KICKED MULTIPLE TIMES BY SUSPS SUSPS FLED SB GAYLEY,Aggravated Assault  
141417793,SUSPECT FAILED TO RETURN VICTS VEHICLE PER RENTAL AGREEMENT,Grand Theft Auto 
131412277,UNK ENT V LOCKED APT REMOVED V PROPERTY AND FLED,BURG
130514424,UNK SUSP TOOK VICT'S BAG WHILE HE WAS PLAYING SOCCER.,THEFT
120323337,SUS STRUCK VIC WITH METAL PIPE,Aggravated Assault  
91407519,UNK SUSP CUT VIC DOOR SCREW WITH UNK SHARP OBJECT UNK SUSO OUSH OPEN   REAR DOOR WINDOW WITH BODILY FORCE UNK SUSP DID NOT MAKE ENTRY INTO RES S FLED,BURG
110712855,UNK SUSP TOOK VICTS WATCH DURING VICT MOVING OUT OF HER APT,THEFT
131019162,   VICTIM IS MISSING A TOOL BOX AND TOOLS FROM HIS RECOVERED VEHICLE.,Grand Theft Auto 
141708687,UNK SUSP OPENED UNLOCKED SIDE DOOR  ENTERED REAR YARD  REMOVED PROP ANDFLED,THEFT
112006850,UNK S USED BRICK TO SMASH THE FRONT DRVR WINDOW UNK S REMOVED PROP AND FLED LOC IN UNK LOC NO PRINTS WERE TAKEN,BTFV
101921451,UNK S REMOVED VICTS TOOLS AND LEAF BLOWER FROM VICTS OPEN DETACHED    CARPORT AND FLED WITH PROP TO UNK LOC,THEFT
91719363,UNK SUSP BRK WIND OF VICTS VEH AND TOOK VICTS PROP,BTFV
110308507,SUS BROKE VIC VEH WINDOW ATTEMPTED TO REMOVE PROP BUT FLED WHEN CONFRONTED BY VIC TO UNK LOCATION,BTFV
121714147,V PLACED HIS BIKE BY ENTRANCE TO ALTA DENA MART  S1 WALKED UP AND RIDESOFF W V PROP  V CHASED S1  S1 DROPPED V PROP AND FLED IN S VEH WHERE S2 AWAITED,THEFT
101506509,UNK SUSPS SMASHED VICTS VEH WINDOW ENTERED VEH AND REMOVED PROP THEN FLED LOC IN AN UNK DIR,BTFV
130213281,SUSPS ENTERED LOC REMOVED MERCHANDISE EXITED LOC WITHOUT PAYING,THEFT
131407642,SUSP RENTED CAR FROM RENTAL COMPANY AND FAILED TO RETURN PER RENTAL CONTRACT,Grand Theft Auto 
120501514,UNK S OPENED THE V VEH RANSACKED THE INSIDE AND JAMMED A SCREW DRIVER  IN THE IGNITION UNABLE TO START THE VEH S FLED,Grand Theft Auto 
121710078,S USED NAIL TO POP LOCK AND ENTER VEH  ONCE OPENING DOOR ALARM SOUNDED SUSP FLED SOUTH BOUND WINNETKA IN WHITE TRUCK WITH ADDITIONAL SUSP,Grand Theft Auto 
101223754,S APP V WHO WAS WALKING  S PUNCHED V IN THE FACE AND TOOK V CELLPHN  S FLED IN VEH,Robbery
131007653,SUSP SPRAYED VICT WITH PEPPER SPRAY,Aggravated Assault  
100407017,SUSP APPROACHED VICT AND ASKED HIM WHERE YOU FROM  S1 TOLD HIM TO TAKE EVERYTHING OUT OF HIS POCKET VICT GAVE HIM THE PHONE AND S1 PUNCHED HIM,Robbery
120313967,S1 APPROACHED V1 AND SWUNG A WOODEN CANE AT V1 STRIKING THE V1 ON HIS  LEFT ARM CAUSING AN APPROX 3 INCH ABRASION S1 LEFT IN AN UNK DIRECTION,Aggravated Assault  
90808695,UNK SS ENTD VS HOUSE BY FORCING OPEN BK DR WITH AN UNK TOOL SSPS REMOVEVIVTS PROP AND FLED IN UNK DIR WITH PROPERTY,BURG
110416628,PR STATED VICT ATTENDED A HOUSE PARTY IN KAM AREA  PR THEN ADVISED UNK SUSP PRODUCED UNK TYPE HANDGUN AND DEMANDED PROPERTY  SUSPS FLED W PROPERTY,Robbery
91511372,UNK SUSPS APPROACHED VICT AND FIRED SEVERAL ROUNDS AT VICT VICT SUSTAINED SINGLE GSW TO STOMACH AREA,Aggravated Assault  
110305186,VICT WAS VISITING SUSP AND WIT SUSP SAID TO VICT TO GO TO STORE VICT LEFT PROP AT LOCATION CAME BACK BUT SUSP WOULD NOT ANSWER PHONE NOR OPEN DOOR,THEFT
100406647,SUSP ENTERED STORE SHOPPED THEN W KNIFE OPENED IN RIGHT HAND APPROACHEDW AND STATED GIVE ME THE MONEY OR ILL KILL YOU  W GAVE SUSP MONEY FROM REG,Robbery
90512260,SUSPS INVLVD IN ARGUMENT WITH VIC SUS HIT SUS THEN FLED,Robbery
121210371,S ENT V RESID THRU FRNT WINDOW S WAS HALFWAY THRU THE WINDOW WHEN HE OBSD THE WIT IN THE LIVING RM S EXITED AND FLED,BURG
131918911,UNK SUSPS POSED AS DWP DEMANDING PAYMENT TO AVOID SHUTTING OFF         UTILITIES VICT PAID SUSPS CASH AND LEARNED IT WAS A FRAUD WHEN HE CALLED PD,THEFT
121320139,S ENTERED VEH IN ATT TO STEAL VEH  V ATT TO STOP S THEY STRUGGLED OVER VEH AND COLLIDED INTO BUILDING S FLED,Robbery
102020630,SUSPS APPROACHED VICT BRANDISHED A HANDGUN AND LEFT SUSPS RETURNED AN SHORT TIME LATER AND SHOT AT VICT THE VICT SUFFERED A GUNSHOT WOUND TO THE FACE,Aggravated Assault  
101520912,UNK SUSP TOOK VICTS CELL PHONE FROM INSIDE MOTOR HOME OF AN            ACQUAINTANCE,THEFT
130627238,SUBJ WALKED INTO SUPERMARKET REMOVED ITEM FROM SHELF RAN PAST OPEN     REGISTERS WO PAYING SUBJ ARRESTED BY WIT 1,BURG
90612878,SUSP APPROACHED VICT AND DEMANDED VICTS PROP  SUSP1 TOOK VICTS PROP ANDFLED INOT VEH DRIVEN BY SUSP2  BOTH SUSPS FLED SOUTHBOUND SIERRA BONITA,Robbery
92108291,SUBJ1 AND SUBJ3 ENTERED VICTS PARTIALLY OPENED GARAGE THEY REM PROP    WHILE SUBJ2 WAS A LOOKOUT SUBJ APPROACHED BY WIT AND FLED LOC,BURG
91604178,UNK SUSP USED UNK OBJ TO STAB VIC ONE TIME,Aggravated Assault  
121607626,UNK SUSPS USED FAKE COINS IN MACHINE AT LAUNDROMAT AND REMVD VIC SOAP  FROM DISPENSER  SUSPS FLED LOC IN UNK DIRECTION WITH VIC PROP,THEFT
122018412,USC OFFICER OBS DEFT DRIVING AN UNREPORTED STOLEN VEH,Grand Theft Auto 
121306851,UNK S MADE ENTRY INTO VICTS ROOM THROUGH A SIDE WINDOW THAT HAS FORCED OPEN UNK S REMOVED VICTS PROP AND FLED WITH THE PROP IN AN UNK DIR,BURG
101710771,UNK SUSP FORCED OPEN DOOR TO VICTS STORAGE UNIT AND FLED WITH PROP,BURG
90100515,SUSP APROACHED VICT WHILE SEATED AND DEMANDED GIVE ME EVERYTHING YOU   HAVE  SUSP GRABBED VICT  VICT THREW HOT CHOCOLATE AT SUSP  SUSP STRUCK VICT,Robbery
90817062,UNK SUSPS USED AN UNK TOOL TO PRY OPEN BDROOM WNDOW THEN UNK SUSPS ENTRD V RSDENCE AND RNSACKED THEN UNK SUSPS REMVD V PROP THEN FLED LOC WTIH PROP,BURG
131500773,S UNSCREWED FRONT GATE CHAIN PRIED OPEN RESID FRONT DOOR RANSACKED AND TOOK VS PROP  TAKENCOLT MAGNUM .45 CALSEMIAUTOSIL STEEL W BLK HANDLE  2 VS,BURG
90214891,SUSPS12 ENTERED STORE SUSP1 POINTED GUN AT VICT2 WHILE SUSP2 KNOCKED HR DOWN SUSPS THEN TOOK MONEY OUT OF THE CASH REG AND FLED ON FOOT EB SUNSET BL,Robbery
111432365,V STATED HE PARKED HIS VEH ON 120711 AT 2300 V STATED HE WAS DISTRACTEDAND FORGOT TO LOCK HIS DOORS WHEN V RETURNED TO VEH ON 120811 PROPERTY WAS GONE,BTFV
121314192,UNK SUSPS APP VICT AND STATED GIVE ME YOUR BAG VICT STATED NO SUSP 1   GRABBED VICTS PURSE OUT OF VICTS HAND SUSPS GOT INTO VEH AND FLED SB AVALON,Robbery
100111332,UNK SUSP REMOVED CURRENCY FR VICT PURSE IN APARTMENT,THEFT
110809683,V CAR WAS RECOVERED W ITEMS MISSING,Grand Theft Auto 
140707231,UNK SUSP MADE ENTRY INTO VICTS LOCKED VEH AND REMOVED VICTS PROPERTY,BTFV
101513494,SUSPS SMASHED FRONT GLASS DOOR ENTERED BUSINESS RANSACKED IT AND TOOK VICTS PROP  SUSPS LOADED PROP INTO TRUNK OF VEHICLE AND FLED,BURG
121914872,SUSP ENTERED LOCKED SECURED VEH BY OPENING DOOR WITH HANDS  SUSP REMOVED PROP AND FLED LOC IN UNK DIRECTION,BTFV
90914601,NAMED SUSP AND VICT WERE INVOLVED IN VERBAL DISPUTE OVER MONEY SUSP BECAME ANGRY AND SPRAYED VICT IN FACE WOC SPRAY AND RAN OVER VICTS FOOT,Aggravated Assault  
100500545,UNK S PRIED OPEN VICTS FRNT DOOR RANSACKED LOC AND FLED LOC,BURG
111917694,UNK SUSPECTS ENTERED VICTIMS UNLOCKED ROOM AND REMOVED WALLET,THEFT
111223536,S HIT V ON HEAD AND HAND WITH A GLASS JAR,Aggravated Assault  
90705528,UNK SUSP ENTERED VICTS VEH AND REMOVED PROPERTY,BTFV
90212315,SUSPS APPROACHED VICT FROM MOVING VEH SUSPS BRANDISH HANDGUN DEMANDED  VICTS PROP  S1 REMOVED VICTS PROP FROM HAND BOTH SUSPS ENTERED VEH AND FLED,Robbery
120215884,VICT WAS INSIDE HER VEH AT LOC ABOVE SUSP PULLED UP NEXT TO VICT VEH EXIT AND OPEN PASSENGER DOOR GAINING ENTRY SUSP TOOK VICT PURSE AND FLED LOC,BTFV
131919528,UNK SUSP APPROACHED VICT POINTED GUN AT HIM AND STATED GET OUT OF THE CAR  VICT PULLED GUN AWAY FROM SUSP  SUSP FLED LOCATION,Grand Theft Auto 
120605605,UNK S USES UNK HARD OBJ TO SMASH PASS WINDOW OF V UNATTENDED PKD VEH   UNLOCKS DOOR ENTERS VEH TAKES PROP FROM CONSOLE COMPARTMENT,BTFV
141410120,S SMASHED RIGHT FRONT WINDOW TOOK PROP AND FLED IN UNK DIRECTION,BTFV
111014077,V LOCKED AND SECURED HER VEH V RETURNED APPROX 0700HRS AND DISCOVERED  UNK SUSP USED UNK HAD OBJ TO SMASH THE PASS FT WINDOW AND TOO THE BELOW PROP,BTFV
100520931,SUSPS GAINED ENTRY THROUGH UNLOCKED VEH DOOR. SUSP INSIDE RANSACKED VICT'S VEH AND REMOVED PROP. NO SUSPS SEEN OR HEARD.,BTFV
90410505,VICT LOCKED AND SECURED HER VEH WHEN SHE RETURNED BOTH REAR DOORS WERE LEFT OPEN AND HER WALLET WITH CREDIT CARD MISSING,BTFV
121219043,SUSP ENTERED LOC POINTED HANDGUN AT WIT AND DEMANDED MONEY FROM REGISTER WIT COMPLIED SUSPS REMOVED MONEY AND PROP SUSPS EXITED LOC AND FLED,Robbery
100715482,SUSP BROKEVICTS DRIVERS WNDW AND CUT BATTERY CABLE IN AN ATT TO STEAL THE VEH,Grand Theft Auto 
